Dist,Type,SubType,Xeq,Yeq,Xgal,Ygal,title,source,date,link,headline,img
"LU","Star","SN",-77.384205,-67.5218474,-278.143493,-34.589864,"Supernova Bubble Resembles Holiday Ornament","SNR 0509-67.5",2010-12-14,"http://chandra.harvard.edu/photo/2010/snr0509/","A supernova in the Large Magellanic Cloud, which lies about 160,000 light years from Earth.","http://chandra.harvard.edu/photo/2010/snr0509/snr0509_250.jpg"
"LU","Star","SN",-10.684796,41.269236,-121.174412,-21.572828,"NASA's Chandra Reveals Origin of Key Cosmic Explosions","M31",2010-02-17,"http://chandra.harvard.edu/photo/2010/type1a/","One of six galaxies in a study to examine properties of Type Ia supernovas.","http://chandra.harvard.edu/photo/2010/type1a/type1a_250.jpg"
"LU","Star","SN",-84.658060,-69.0833858,-279.445562,-31.680475,"30 Doradus and The Growing Tarantula Within","Tarantula Nebula",2011-11-10,"http://chandra.harvard.edu/photo/2011/30dor/","A large region of star formation about 160,000 light years away in the Large Magellanic Cloud.","http://chandra.harvard.edu/photo/2011/30dor/30dor_250.jpg"
"LU","Galaxy","SN",-229.185111,7.0215835,-9.417206,50.120457,"A Galaxy Cluster Gets Sloshed","Abell 2052",2011-12-13,"http://chandra.harvard.edu/photo/2011/a2052/","A cluster of galaxies located about 480 million light years from Earth.","http://chandra.harvard.edu/photo/2011/a2052/a2052_250.jpg"
"EU","Galaxy","GravLens",-3.585548,-30.3998433,-8.820683,-81.240651,"Pandora's Cluster Revealed","Abell 2744",2011-06-22,"http://chandra.harvard.edu/photo/2011/a2744/","A collision of galaxy clusters about 3.5 billion light years away.","http://chandra.harvard.edu/photo/2011/a2744/a2744_250.jpg"
"LU","Galaxy","Interacting",-47.829575,1.3143841,-178.420893,-45.943176,"Giant Ring of Black Holes","Arp 147",2011-02-09,"http://chandra.harvard.edu/photo/2011/arp147/","A galaxy about 430 million light years from Earth.","http://chandra.harvard.edu/photo/2011/arp147/arp147_250.jpg"
"MW","Nebula","SF",-161.301673,-59.7809334,-287.658218,-0.706222,"Nearby Supernova Factory Ramps Up","Carina Nebula",2011-05-24,"http://chandra.harvard.edu/photo/2011/carina/","A star-forming region about 7,500 light years from Earth.","http://chandra.harvard.edu/photo/2011/carina/carina_250.jpg"
"MW","Star","SN",-350.862977,58.814723,-111.740991,-2.132073,"NASA'S Chandra Finds Superfluid in Neutron Star's Core","Cassiopeia A",2011-02-23,"http://chandra.harvard.edu/photo/2011/casa/","A supernova remnant about 11,000 light years away.","http://chandra.harvard.edu/photo/2011/casa/casa_250.jpg"
"EU","Galaxy","SN",-53.161948,-27.7828073,-223.540050,-54.394017,"NASA's Chandra Finds Massive Black Holes Common in Early Universe","Chandra Deep Field South",2011-06-14,"http://chandra.harvard.edu/photo/2011/cdfs/","A composite image combines the deepest X-ray image ever taken with optical and infrared data from Hubble.","http://chandra.harvard.edu/photo/2011/cdfs/cdfs_250.jpg"
"EU","Galaxy","AGN",-149.894402,1.9475439,-236.929458,41.788751,"Close Encounters of the Galactic Kind","CID 1711",2011-10-25,"http://chandra.harvard.edu/photo/2011/cid/","Two pairs of galaxies in a large survey that covers a large patch -- two square degrees -- on the sky","http://chandra.harvard.edu/photo/2011/cid/cid_250.jpg"
"MW","Planet","AGN",-291.776806,1.3840199,-38.262866,-7.290636,"Star Blasts Planet With X-rays","CoRoT-2a",2011-09-13,"http://chandra.harvard.edu/photo/2011/corot/","A star with a planet in very close orbit around it, about 880 light years from Earth.","http://chandra.harvard.edu/photo/2011/corot/corot_250.jpg"
"MW","Nebula","SNR",-83.634600,22.013189,-184.559322,-5.783873,"The Crab in Action & The Case of The Dog That Did Not Bark","Crab Nebula",2011-05-11,"http://chandra.harvard.edu/photo/2011/crab/","A supernova explosion in the Milky Way observed on Earth in the year 1054.","http://chandra.harvard.edu/photo/2011/crab/crab_250.jpg"
"MW","Star","BH",-299.899543,35.3867703,-71.625108,2.948300,"NASA's Chandra Adds to Black Hole Birth Announcement","Cygnus X-1",2011-11-17,"http://chandra.harvard.edu/photo/2011/cygx1/","A stellar-mass black hole in orbit with a companion star located about 6,000 light years from Earth.","http://chandra.harvard.edu/photo/2011/cygx1/cygx1_250.jpg"
"MW","Star","BH",-288.435276,11.300081423,-45.514051,0.260800,"Taking the Pulse of a Black Hole System","GRS 1915+105",2011-01-12,"http://chandra.harvard.edu/photo/2011/g1915/","A system containing a black hole about 14 times the Sun's mass in orbit with a companion star.","http://chandra.harvard.edu/photo/2011/g1915/g1915_250.jpg"
"MW","Nebula","SNR",-183.706054,-65.479819,-299.141721,-2.877865,"A Middle-Aged Supernova Remnant ","G299.2-2.9",2011-10-12,"http://chandra.harvard.edu/photo/2011/g299/","A supernova remnant located about 16,000 light years from Earth.","http://chandra.harvard.edu/photo/2011/g299/g299_250.jpg"
"EU","Cosmology","SNR",-251.207885,57.583278,-86.711290,39.441301,"Chandra Observes Extraordinary Event","GRB 110328A",2011-04-07,"http://chandra.harvard.edu/photo/2011/grb110328/","A gamma-ray burst located about 3.8 billion light years from Earth.","http://chandra.harvard.edu/photo/2011/grb110328/grb110328_250.jpg"
"LU","Galaxy","Dwarf",-129.063352,-26.4094457,-248.572912,8.578379,"A Surprisingly Close Look at the Early Cosmos","Henize 2-10",2011-01-10,"http://chandra.harvard.edu/photo/2011/he210/","A dwarf starburst galaxy about 30 million light years from Earth.","http://chandra.harvard.edu/photo/2011/he210/he210_250.jpg"
"LU","Galaxy","Starburst",-148.961600,69.6810899,-141.409807,40.564215,"Chandra Images Torrent of Star Formation","M82",2011-01-13,"http://chandra.harvard.edu/photo/2011/m82/","A starburst galaxy located about 12 million light years from Earth.","http://chandra.harvard.edu/photo/2011/m82/m82_250.jpg"
"MW","Star","Starburst",-221.595154,-59.4327751,-317.084033,0.243281,"Hunting for the Milky Way's Heaviest Stars","J144547-5931",2011-04-13,"http://chandra.harvard.edu/photo/2011/massive/","Two massive stars in the Milky Way, both about 9,000 light years from Earth.","http://chandra.harvard.edu/photo/2011/massive/massive_250.jpg"
"LU","Galaxy","Lenticular",-151.306144,-7.7205183,-247.782480,36.778120,"Chandra Images Gas Flowing Toward Black Hole","NGC 3115",2011-07-27,"http://chandra.harvard.edu/photo/2011/n3115/","A lenticular galaxy located about 32 million light years from Earth.","http://chandra.harvard.edu/photo/2011/n3115/n3115_250.jpg"
"LU","Galaxy","Spiral",-162.097708,-25.1619389,-270.658679,29.889216,"NASA's Chandra Finds Nearest Pair of Supermassive Black Holes","NGC 3393",2011-08-31,"http://chandra.harvard.edu/photo/2011/n3393/","A spiral galaxy with two supermassive black holes located about 160 milion light years from Earth.","http://chandra.harvard.edu/photo/2011/n3393/n3393_250.jpg"
"EU","Galaxy","AGN",-182.635294,39.4049255,-155.080300,75.063585,"An Active Black Hole in the 'Eye of Sauron'","NGC 4151",2011-03-10,"http://chandra.harvard.edu/photo/2011/n4151/","A galaxy about 43 million light years from Earth with an actively growing black hole at its center.","http://chandra.harvard.edu/photo/2011/n4151/n4151_250.jpg"
"MW","Star","AGN",-13.239430,56.594963,-123.142363,-6.276166,"Living the High Life","NGC 281",2011-09-28,"http://chandra.harvard.edu/photo/2011/ngc281/","A nebula with active star formation about 6,500 light years from Earth.","http://chandra.harvard.edu/photo/2011/ngc281/ngc281_250.jpg"
"MW","Star","NS",-59.524767,32.0168478,-162.848004,-16.028321,"A Pulsar and its Mysterious Tail","PSR J0357+3205",2011-07-13,"http://chandra.harvard.edu/photo/2011/psrj0357/","A pulsar located about 1,600 light years from Earth.","http://chandra.harvard.edu/photo/2011/psrj0357/psrj0357_250.jpg"
"MW","Nebula","SNR",-220.753011,-62.4631333803,-315.433466,-2.330992,"All Eyes on Oldest Recorded Supernova","RCW 86",2011-10-24,"http://chandra.harvard.edu/photo/2011/rcw86/","This image combines data from four different space telescopes to create a multi-wavelength view of all that remains of the oldest documented example of a supernova, called RCW 86.","http://chandra.harvard.edu/photo/2011/rcw86/rcw86_250.jpg"
"LU","Star","NS",-22.218104,-73.5513431,-299.303758,-43.312206,"Celestial Bauble Intrigues Astronomers","SXP 1062",2011-12-20,"http://chandra.harvard.edu/photo/2011/sxp1062/","A pulsar found within a supernova remnant in the Small Magellanic Cloud (SMC)","http://chandra.harvard.edu/photo/2011/sxp1062/sxp1062_250.jpg"
"MW","Nebula","SNR",-6.335673,64.1385494,-120.090377,1.410867,"Exploding Stars and Stripes","Tycho's Supernova Remnant",2011-03-24,"http://chandra.harvard.edu/photo/2011/tycho/","A supernova remnant in the Milky Way about 13,000 light years from Earth.","http://chandra.harvard.edu/photo/2011/tycho/tycho_250.jpg"
"MW","Nebula","SNR",-6.335673,64.1385494,-120.090377,1.410867,"NASA'S Chandra Finds New Evidence on Origin of Supernovas","Tycho's Supernova Remnant",2011-04-26,"http://chandra.harvard.edu/photo/2011/tycho2/","This Chandra image of the Tycho contains new evidence for what triggered the original supernova explosion. ","http://chandra.harvard.edu/photo/2011/tycho2/tycho2_250.jpg"
"LU","Galaxy","Interacting",-224.251760,24.6131669,-34.963605,61.714574,"A Cosmic Exclamation Point","VV 340",2011-08-11,"http://chandra.harvard.edu/photo/2011/vv340/","A pair of galaxies located about 450 million light years from Earth.","http://chandra.harvard.edu/photo/2011/vv340/vv340_250.jpg"
"LU","Star","Interacting",-84.676407,-69.100784,-279.464998,-31.671991,"A New View of the Tarantula Nebula","Tarantula Nebula",2012-04-17,"http://chandra.harvard.edu/photo/2012/30dor/","A massive star-forming region located about 160,000 light years away.","http://chandra.harvard.edu/photo/2012/30dor/30dor_250.jpg"
"MW","Nebula","PN",-131.718737,17.8801590415,-208.555122,33.285638,"X-rays from a Reborn Planetary Nebula","Abell 30",2012-11-15,"http://chandra.harvard.edu/photo/2012/a30/","The planetary nebula Abell 30, (a.k.a. A30), is located about 5500 light years from Earth.","http://chandra.harvard.edu/photo/2012/a30/a30_250.jpg"
"LU","Galaxy","PN",-42.010564,-3.528891,-177.753734,-53.499678,"Getting a Full Picture of an Elusive Subject","Abell 383",2012-03-14,"http://chandra.harvard.edu/photo/2012/a383/","A cluster of galaxies located about 2.3 billion light years from Earth.","http://chandra.harvard.edu/photo/2012/a383/a383_250.jpg"
"LU","Galaxy","PN",-73.543562,2.9148898,-195.811755,-24.331065,"Dark Matter and Galaxies Part Ways in Collision between Hefty Galaxy Clusters","Abell 520",2012-03-01,"http://chandra.harvard.edu/photo/2012/a520/","A collision of massive galaxy clusters located about 2.4 billion light years from Earth.","http://chandra.harvard.edu/photo/2012/a520/a520_250.jpg"
"MW","Nebula","SNR",-350.857773,58.8172111,-111.739280,-2.128828,"A Star Explodes and Turns Inside Out","Cassiopeia A",2012-03-29,"http://chandra.harvard.edu/photo/2012/casa/","The debris from an exploded star located about 11,000 light years from Earth.","http://chandra.harvard.edu/photo/2012/casa/casa_250.jpg"
"EU","Galaxy","AGN",-150.116321,2.200973097,-236.825347,42.116493,"Giant Black Hole Kicked Out of Home Galaxy","CID-42",2012-06-04,"http://chandra.harvard.edu/photo/2012/cid42/","The galaxy at the center of this image contains an X-ray source, CID-42, with exceptional properties.","http://chandra.harvard.edu/photo/2012/cid42/cid42_250.jpg"
"MW","Star","AGN",-308.308383,41.3447028,-80.246675,0.808235,"Probing a Nearby Stellar Cradle","Cygnus OB2",2012-11-07,"http://chandra.harvard.edu/photo/2012/cygob2/","A star cluster about 5,000 light years from Earth that contains many massive young stars.","http://chandra.harvard.edu/photo/2012/cygob2/cygob2_250.jpg"
"EU","Galaxy","AGN",-15.730534,-49.2609679,-297.978046,-67.756672,"NASA's Chandra Finds Largest Galaxy Cluster in Early Universe","El Gordo",2010-12-01,"http://chandra.harvard.edu/photo/2012/elgordo/","A galaxy cluster located about 7 billion light years from Earth.","http://chandra.harvard.edu/photo/2012/elgordo/elgordo_250.jpg"
"MW","Nebula","SNR",-260.258796,-37.4458238,-350.067986,-0.326432,"Remnant of an Explosion With a Powerful Kick?","G350.1-0.3",2012-02-01,"http://chandra.harvard.edu/photo/2012/g350/","A supernova remnant located about 14,700 light years from Earth toward the center of the Milky Way","http://chandra.harvard.edu/photo/2012/g350/g350_250.jpg"
"EU","Galaxy","AGN",-217.599183,42.0769284,-75.868001,64.894392,"Record-Setting X-ray Jet Discovered ","GB 1428+4217",2012-11-28,"http://chandra.harvard.edu/photo/2012/gb1428/","A quasar at a distance of about 12.4 billion light years from Earth.","http://chandra.harvard.edu/photo/2012/gb1428/gb1428_250.jpg"
"EU","Galaxy","AGN",-173.737500,24.5033,-217.325890,72.605072,"Overfed Black Holes Shut Down Galactic Star-Making","Herschel Galaxy Survey",2012-05-09,"http://chandra.harvard.edu/photo/2012/hgs/","Galaxies produce fewer stars than galaxies with less active black holes.","http://chandra.harvard.edu/photo/2012/hgs/hgs_250.jpg"
"MW","Star","BH",-257.283300,-36.4069,-349.525752,2.211777,"NASA'S Chandra Finds Fastest Wind From Stellar-Mass Black Hole","IGR J17091-3624",2012-02-21,"http://chandra.harvard.edu/photo/2012/igr/","A binary system containing a stellar-mass black hole, located about 28,000 light years from Earth.","http://chandra.harvard.edu/photo/2012/igr/igr_250.jpg"
"MW","Star","NS",-165.764040,-60.90764,-290.135978,-0.757412,"Has the Speediest Pulsar Been Found?","IGR J11014-6103",2012-06-28,"http://chandra.harvard.edu/photo/2012/igrj11014/","A pulsar found racing away from a supernova remnant about 30,000 light years from Earth.","http://chandra.harvard.edu/photo/2012/igrj11014/igrj11014_250.jpg"
"MW","Nebula","SNR",-262.649985,-21.482487,-4.514331,6.840285,"Was Kepler's Supernova Unusually Powerful?","Kepler's Supernova Remnant",2012-09-11,"http://chandra.harvard.edu/photo/2012/kepler/","The debris from a supernova observed in 1604.","http://chandra.harvard.edu/photo/2012/kepler/kepler_250.jpg"
"LU","Galaxy","Spiral",-210.786081,54.4766692439,-102.190719,59.669208,"A Pinwheel in Many Colors","M101",2012-05-24,"http://chandra.harvard.edu/photo/2012/m101/","A spiral galaxy located about 21 million light years from Earth.","http://chandra.harvard.edu/photo/2012/m101/m101_250.jpg"
"LU","Galaxy","Spiral",-204.248030,-29.8696631,-314.576817,31.969928,"A Remarkable Outburst from an Old Black Hole","M83",2012-04-30,"http://chandra.harvard.edu/photo/2012/m83/","A spiral galaxy located about 15 million light years from Earth.","http://chandra.harvard.edu/photo/2012/m83/m83_250.jpg"
"LU","Galaxy","Spiral",-204.253000,-29.8665,-314.582560,31.972129,"X-Rays Discovered from Young Supernova Remnant","M83",2012-07-30,"http://chandra.harvard.edu/photo/2012/m83sn/","A young supernova remnant in the spiral galaxy M83, which is located about 15 million light years from Earth.","http://chandra.harvard.edu/photo/2012/m83sn/m83sn_250.jpg"
"EU","Galaxy","Spiral",-139.048578,29.8447303,-196.280513,43.056842,"Discovery of the Musket Ball Cluster","DLSCL J0916.2+2951",2012-04-12,"http://chandra.harvard.edu/photo/2012/musketball/","A merger of galaxy clusters about 5.2 billion light years from Earth.","http://chandra.harvard.edu/photo/2012/musketball/musketball_250.jpg"
"LU","Star","Spiral",-80.610117,-67.9688526,-278.386909,-33.304879,"A Surprisingly Bright Superbubble","NGC 1929",2012-08-30,"http://chandra.harvard.edu/photo/2012/n1929/","This composite image shows a superbubble in the Large Magellanic Cloud.","http://chandra.harvard.edu/photo/2012/n1929/n1929_250.jpg"
"LU","Galaxy","Ring",-36.267785,-24.7901362,-211.863570,-68.854716,"Searching for the Best Black Hole Recipe","NGC 922",2012-12-06,"http://chandra.harvard.edu/photo/2012/ngc922/","A ring galaxy about 157 million light years from Earth.","http://chandra.harvard.edu/photo/2012/ngc922/ngc922_250.jpg"
"LU","Galaxy","Spiral",-170.062524,12.9920635,-241.959929,64.418913,"Revealing Hidden Black Holes","NGC 3627",2012-12-13,"http://chandra.harvard.edu/photo/2012/ngc3627/","This composite image shows the spiral galaxy NGC 3627, located about 30 million light years from Earth.","http://chandra.harvard.edu/photo/2012/ngc3627/ngc3627_250.jpg"
"LU","Star","Spiral",-183.193540,10.86597,-271.862593,71.366478,"Revealing a Mini-Supermassive Black Hole","NGC 4178",2012-10-24,"http://chandra.harvard.edu/photo/2012/ngc4178/","A black hole located in the middle of the spiral galaxy NGC 4178","http://chandra.harvard.edu/photo/2012/ngc4178/ngc4178_250.jpg"
"LU","Galaxy","Spiral",-185.915478,7.08296623699,-283.465921,68.898415,"Black Hole Growth Found to be Out of Synch","NGC 4342",2012-06-11,"http://chandra.harvard.edu/photo/2012/ngc4342/","Two galaxies with unusually large central black holes.","http://chandra.harvard.edu/photo/2012/ngc4342/ngc4342_250.jpg"
"EU","Galaxy","Spiral",-355.975179,-42.78759845,-339.787681,-69.184350,"Phoenix Cluster Sets Record Pace at Forming Stars","Phoenix Cluster",2012-08-15,"http://chandra.harvard.edu/photo/2012/phoenix/","The Phoenix Cluster is an extraordinary galaxy cluster that is breaking several important astronomical records.","http://chandra.harvard.edu/photo/2012/phoenix/phoenix_250.jpg"
"LU","Galaxy","Spiral",-116.881923,-19.2946393,-236.442167,3.030325,"From Super to Ultra: Just How Big Can Black Holes Get?","PKS 0745",2012-12-18,"http://chandra.harvard.edu/photo/2012/pks0745/","A galaxy cluster about 1.3 billion light years from Earth with a large elliptical galaxy in its center.","http://chandra.harvard.edu/photo/2012/pks0745/pks0745_250.jpg"
"MW","Nebula","PN",-269.637825,66.6334323092,-96.468457,29.955024,"A Planetary Nebula Gallery","NGC 6543",2012-10-10,"http://chandra.harvard.edu/photo/2012/pne/","This gallery shows four planetary nebulas from the first systematic survey of such objects in the solar neighborhood made with Chandra X-ray Observatory.","http://chandra.harvard.edu/photo/2012/pne/pne_250.jpg"
"LU","Galaxy","PN",-242.366700,53.6733,-83.179089,45.211742,"Black Hole Caught Red-handed in a Stellar Homicide","PS1-10jh",2012-05-03,"http://chandra.harvard.edu/photo/2012/ps1/","A galaxy about 2.7 billion light years from Earth with a supermassive black hole at its center.","http://chandra.harvard.edu/photo/2012/ps1/ps1_250.jpg"
"MW","Star","BH",-266.579598,-28.864102,-0.141092,-0.093023,"NASA's Chandra Finds Milky Way's Black Hole May be Grazing on Asteroids","Sagittarius A*",2012-02-08,"http://chandra.harvard.edu/photo/2012/sgra/","Illustration of the supermassive black hole at the center of the Milky Way galaxy.","http://chandra.harvard.edu/photo/2012/sgra/sgra_250.jpg"
"LU","Star","SN",-145.727048,9.49770469528,-225.344415,42.253016,"A Supernova Cocoon Breakthrough","SN 2010jl",2012-05-15,"http://chandra.harvard.edu/photo/2012/sn2010/","A supernova found in the galaxy UGC 5189A about 160 million light years from Earth.","http://chandra.harvard.edu/photo/2012/sn2010/sn2010_250.jpg"
"MW","Star","SN",-86.554200,-0.1014,-205.426793,-14.517479,"X-raying the beating heart of a newborn star","V1647 Ori",2012-07-03,"http://chandra.harvard.edu/photo/2012/v1647/","Intense magnetic fields drive torrents of gas into the stellar surface.","http://chandra.harvard.edu/photo/2012/v1647/v1647_250.jpg"
"MW","Star","NS",-128.823100,-45.176139,-263.546253,-2.794400,"New Chandra Movie Features Neutron Star Action","Vela Pulsar Jet",2013-01-07,"http://chandra.harvard.edu/photo/2013/vela/","A new Chandra movie of the Vela pulsar shows it may be 'precessing,' or wobbling as it spins.","http://chandra.harvard.edu/photo/2013/vela/vela_250.jpg"
"LU","Nebula","SNR",-74.937092,-70.1842585,-281.546970,-34.768624,"Stellar Effervescence on Display","DEM L50",2013-01-28,"http://chandra.harvard.edu/photo/2013/deml50/","A superbubble located in the Large Magellanic Cloud about 160,000 light years from Earth.","http://chandra.harvard.edu/photo/2013/deml50/deml50_250.jpg"
"MW","Nebula","SNR",-287.782895,9.0999328,-43.266768,-0.189311,"Rare Explosion May Have Created Our Galaxy's Youngest Black Hole","W49B",2013-02-13,"http://chandra.harvard.edu/photo/2013/w49b/","A supernova remnant that is located about 26,000 light years from Earth.","http://chandra.harvard.edu/photo/2013/w49b/w49b_250.jpg"
"MW","Star","SNR",-6.020490,-72.0809849,-305.896215,-44.889481,"Probing Extreme Matter Through Observations of Neutron Stars","47 Tucanae",2013-03-06,"http://chandra.harvard.edu/photo/2013/47tuc/","A globular cluster located about 15,000 light years from Earth.","http://chandra.harvard.edu/photo/2013/47tuc/47tuc_250.jpg"
"MW","Nebula","SNR",-200.443356,-63.559493,-306.301272,-0.886372,"NASA's Swift, Chandra Explore a Youthful 'Star Wreck'","G306.3-0.9",2013-03-15,"http://chandra.harvard.edu/photo/2013/g306/","A supernova remnant in the Milky Way at a distance of about 26,000 light years away from Earth.","http://chandra.harvard.edu/photo/2013/g306/g306_250.jpg"
"MW","Nebula","SNR",-262.671531,-21.4926195,-4.516663,6.817942,"Famous Supernova Reveals Clues About Crucial Cosmic Distance Markers","Kepler's Supernova Remnant",2013-03-18,"http://chandra.harvard.edu/photo/2013/kepler/","The remains of a stellar explosion that appear in Earth's sky in 1604.","http://chandra.harvard.edu/photo/2013/kepler/kepler_250.jpg"
"LU","Star","SNR",-22.364019,-73.5577379,-299.249906,-43.297662,"Taken Under the 'Wing' of the Small Magellanic Cloud","NGC 602",2013-04-03,"http://chandra.harvard.edu/photo/2013/ngc602/","Young stars in the Small Magellanic Cloud (SMC), one of the closest galaxies to our Milky Way.","http://chandra.harvard.edu/photo/2013/ngc602/ngc602_250.jpg"
"MW","Nebula","SNR",-225.707701,-41.9356537,-327.570793,14.564529,"X-Ray View of A Thousand-Year-Old Cosmic Tapestry","SN 1006",2013-04-17,"http://chandra.harvard.edu/photo/2013/sn1006/","A supernova remnant whose progenitor explosion was seen from Earth over a thousand years ago.","http://chandra.harvard.edu/photo/2013/sn1006/sn1006_250.jpg"
"LU","Galaxy","SNR",-253.245961,2.401425,-20.729840,27.290659,"Colossal Hot Cloud Envelopes Colliding Galaxies","NGC 6240",2013-04-30,"http://chandra.harvard.edu/photo/2013/ngc6240/","A pair of colliding spiral galaxies about 330 million light years from Earth.","http://chandra.harvard.edu/photo/2013/ngc6240/ngc6240_250.jpg"
"LU","Galaxy","AGN",-130.009818,29.8167159,-194.186674,35.386580,"Black Hole Powered Jets Plow Into Galaxy","4C+29.30",2013-05-15,"http://chandra.harvard.edu/photo/2013/4c2930/","A galaxy located about 850 million light years from Earth.","http://chandra.harvard.edu/photo/2013/4c2930/4c2930_250.jpg"
"MW","Star","NS",-64.641025,57.5391104,-147.979424,5.118686,"A Hidden Population of Exotic Neutron Stars","SGR 0418+5729",2013-05-23,"http://chandra.harvard.edu/photo/2013/sgr0418/","A magnetar located in our galaxy, about 6,500 light years from Earth.","http://chandra.harvard.edu/photo/2013/sgr0418/sgr0418_250.jpg"
"LU","Galaxy","Spiral",-10.674419,41.2609257,-121.165704,-21.580849,"Black Hole Bonanza Turns up in Galaxy Next Door","M31",2013-06-12,"http://chandra.harvard.edu/photo/2013/m31/","A spiral galaxy located 2.5 million light years from our own.","http://chandra.harvard.edu/photo/2013/m31/m31_250.jpg"
"MW","Nebula","SNR",-267.190849,-27.1696992,-1.870159,0.322307,"The Remarkable Remains of a Recent Supernova","G1.9+0.3",2013-06-26,"http://chandra.harvard.edu/photo/2013/g19/","A supernova remnant in the Milky Way located about 28,000 light years from Earth","http://chandra.harvard.edu/photo/2013/g19/g19_250.jpg"
"MW","Nebula","PN",-112.294928,20.9119798,-197.878271,17.400350,"A Beautiful End to a Star's Life","NGC 2392",2013-07-11,"http://chandra.harvard.edu/photo/2013/ngc2392/","A Sun-like star in its end phase of life about 4,200 light years from Earth.","http://chandra.harvard.edu/photo/2013/ngc2392/ngc2392_250.jpg"
"MW","Planet","PN",-300.182084,22.7102463,-60.962515,-3.922545,"NASA's Chandra Sees Eclipsing Planet in X-rays for First Time","HD 189733",2013-07-29,"http://chandra.harvard.edu/photo/2013/hd189733/","An exoplanet in orbit around a star about 63 light years from Earth","http://chandra.harvard.edu/photo/2013/hd189733/hd189733_250.jpg"
"LU","Galaxy","Spiral",-47.454406,-20.5758602,-208.775221,-57.794782,"Dwarf Galaxy Caught Ramming Into a Large Spiral","NGC 1232",2013-08-14,"http://chandra.harvard.edu/photo/2013/ngc1232/","A collision between galaxies about 60 million light years from Earth.","http://chandra.harvard.edu/photo/2013/ngc1232/ngc1232_250.jpg"
"MW","Star","BH",-266.416708,-29.0077984,-359.944203,-0.046062,"NASA'S Chandra Catches Our Galaxy's Giant Black Hole Rejecting Food","Sagittarius A*",2013-08-29,"http://chandra.harvard.edu/photo/2013/sgra_gas/","The supermassive black hole located 26,000 light years from Earth in the center of the Milky Way.","http://chandra.harvard.edu/photo/2013/sgra_gas/sgra_gas_wide_250.jpg"
"LU","Galaxy","BH",-194.943749,27.929265,-56.842236,87.985650,"Clues to the Growth of the Colossus in Coma","Coma Cluster",2013-09-19,"http://chandra.harvard.edu/photo/2013/coma/","A collection of thousands of galaxies about 320 million light years from Earth.","http://chandra.harvard.edu/photo/2013/coma/coma_250.jpg"
"LU","Galaxy","Elliptical",-190.908436,11.5560223,-295.842414,74.320249,"NASA's Hubble and Chandra Find Evidence for Densest Nearby Galax","M60-UCD1",2013-09-24,"http://chandra.harvard.edu/photo/2013/m60/","The density of stars in M60-UCD1 is 15,000 times greater than found in Earth's neighborhood in the Milky Way.","http://chandra.harvard.edu/photo/2013/m60/m60_250.jpg"
"MW","Star","NS",-276.135150,-24.8722607,-7.795241,-5.580267,"Neutron Star Undergoes Wild Behavior Changes","IGR J18245-2452",2013-09-26,"http://chandra.harvard.edu/photo/2013/igr/","These two images show a large change in X-ray brightness of a rapidly rotating neutron star, or pulsar, between 2006 and 2013.","http://chandra.harvard.edu/photo/2013/igr/igr_250.jpg"
"MW","Galaxy","None",-266.470216,-28.9441659,-0.022903,-0.052887,"A Glimpse of the Violent Past of Milky Way's Giant Black Hole","Sagittarius A*",2013-10-24,"http://chandra.harvard.edu/photo/2013/sgra_echoes/","The supermassive black hole about 26,000 light years from Earth at the center of the Milky Way","http://chandra.harvard.edu/photo/2013/sgra_echoes/sgra_echoes_250.jpg"
"LU","Galaxy","None",-260.118268,-0.9764529,-21.205269,19.646843,"Preserving the Legacy of the X-ray Universe","3C353",2013-10-28,"http://chandra.harvard.edu/photo/2013/archives/","An assortment of images from Chandra's public repository.","http://chandra.harvard.edu/photo/2013/archives/archives_3c353.jpg"
"LU","Galaxy","None",-260.118268,-0.9764529,-21.205269,19.646843,"Preserving the Legacy of the X-ray Universe","3C353",2013-10-28,"http://chandra.harvard.edu/photo/2013/archives/","An assortment of images from Chandra's public repository.","http://chandra.harvard.edu/photo/2013/archives/archives_3c353_250.jpg"
"MW","Nebula","SNR",-286.893644,7.1389306,-41.120773,-0.312763,"Preserving the Legacy of the X-ray Universe","3C397",2013-10-28,"http://chandra.harvard.edu/photo/2013/archives/","An assortment of images from Chandra's public repository.","http://chandra.harvard.edu/photo/2013/archives/archives_3c397_250.jpg"
"MW","Nebula","SNR",-132.317188,-45.4629513,-265.284845,-1.034170,"Preserving the Legacy of the X-ray Universe","G266",2013-10-28,"http://chandra.harvard.edu/photo/2013/archives/","An assortment of images from Chandra's public repository.","http://chandra.harvard.edu/photo/2013/archives/archives_g266_250.jpg"
"MW","Nebula","SF",-324.203251,57.5173605,-99.093927,3.951761,"Preserving the Legacy of the X-ray Universe","IC1396A",2013-10-28,"http://chandra.harvard.edu/photo/2013/archives/","An assortment of images from Chandra's public repository.","http://chandra.harvard.edu/photo/2013/archives/archives_ic1396a_250.jpg"
"MW","Nebula","SF",-168.057225,-61.2205726,-291.279774,-0.613513,"Preserving the Legacy of the X-ray Universe","NGC 3576",2013-10-28,"http://chandra.harvard.edu/photo/2013/archives/","An assortment of images from Chandra's public repository.","http://chandra.harvard.edu/photo/2013/archives/archives_ngc3576_250.jpg"
