RA,DEC,Xgal,Ygal,Xeq,Yeq,ABR,NAME
300.659795806,20.9399471,-65.336081173,-6.00815075988,61.8285220416,23.8981496569,"DEL","Delphinus"
300.660511,19.9399967,-64.377669036,-6.60455848334,62.1405048759,22.771341628,"DEL","Delphinus"
315.145252194,20.0046406,-70.6970979576,-19.5080287384,47.2059234854,22.5233791668,"DEL","Delphinus"
315.149890917,12.3382607,-62.6436343619,-24.5919231843,48.6258210977,13.9408527869,"DEL","Delphinus"
300.974573083,12.3157644,-57.0354722162,-11.3504869352,63.688167337,14.1130256775,"DEL","Delphinus"
300.978073083,6.4826641,-51.1235817331,-14.6215474859,64.5161238864,7.44118757603,"DEL","Delphinus"
300.936367,6.4771614,-51.1010430516,-14.5837675894,64.5612292456,7.43523465439,"DEL","Delphinus"
300.938739806,2.4773185,-46.9653158499,-16.7414482405,64.8303369373,2.84530821249,"DEL","Delphinus"
45.8879191944,-52.7968445,63.2346123465,-61.846592711,-34.0039979374,-57.452505542,"DOR","Dorado"
60.0531930833,-52.8228111,76.8590637255,-54.4333073393,-44.1016713143,-58.1031554626,"DOR","Dorado"
60.0461945833,-56.1555862,74.8482986965,-52.9125939228,-41.2001321415,-61.3980762156,"DOR","Dorado"
60.3766975,-56.2093849,75.0773991622,-52.7124787126,-41.3682483474,-61.4674037012,"DOR","Dorado"
60.370306,-58.7088547,73.6282130489,-51.4842446151,-39.05054437,-63.891948084,"DOR","Dorado"
60.6183023056,-58.7506638,73.7820421968,-51.3423213227,-39.1636098789,-63.9446479274,"DOR","Dorado"
60.5862679167,-67.2479248,69.1508416428,-46.6264530936,-30.4035821257,-71.8611016978,"DOR","Dorado"
60.5721015833,-69.7467194,67.8519345718,-45.0901343788,-27.5724181476,-74.0854196701,"DOR","Dorado"
90.5636281944,-70.1041336,77.5424724519,-34.3675458119,-39.0971859838,-76.0151676788,"DOR","Dorado"
90.5958165833,-64.1070251,83.9020635968,-34.6924167951,-48.8665081443,-70.8157879187,"DOR","Dorado"
90.0115761944,-64.0010529,83.8514918706,-34.986210179,-48.7531366291,-70.6776623862,"DOR","Dorado"
90.0230040833,-61.0020981,87.0687113482,-35.0388563814,-53.2591669127,-67.9325224178,"DOR","Dorado"
75.5238409167,-60.9112892,81.2532174759,-42.9068615308,-45.5465107828,-66.8446454948,"DOR","Dorado"
75.5345869167,-57.412262,84.4119924414,-43.7708391859,-49.7259446518,-63.5074020278,"DOR","Dorado"
75.0365161944,-57.32304,84.2116554134,-44.0837110116,-49.5240294308,-63.389227426,"DOR","Dorado"
75.0451345,-53.8238029,87.4444848573,-44.8227970252,-53.40821107,-59.9571878082,"DOR","Dorado"
60.5478496944,-53.7376366,76.7177382734,-53.7490268255,-43.6672068523,-59.0394010294,"DOR","Dorado"
60.5574831944,-48.7384491,80.0220469201,-55.7500506068,-47.7759987774,-54.0015400702,"DOR","Dorado"
60.3254924167,-48.6996651,79.8200027745,-55.9157373903,-47.6300946257,-53.950352062,"DOR","Dorado"
60.1433271944,-48.6699715,79.6598754773,-56.0454621186,-47.5147019352,-53.9109668962,"DOR","Dorado"
60.1399093056,-50.6697006,78.3136498961,-55.2787747604,-45.9357368714,-55.943726037,"DOR","Dorado"
45.8918110833,-50.6304779,63.6189383331,-63.2337190805,-35.3668311255,-55.2798480684,"DOR","Dorado"
135.374364917,72.9741364,-122.588515506,45.8958305977,-46.2550638699,81.6374148398,"DRA","Draco"
135.479413,81.4677658,-120.34421107,40.4241701864,-24.0489476798,86.6035005935,"DRA","Draco"
150.873694417,81.3396072,-116.995129566,42.5743458876,-25.7501719267,87.3358343826,"DRA","Draco"
150.854573194,79.3401794,-116.635433658,44.406252487,-31.5000888033,86.4577739094,"DRA","Draco"
165.635438917,79.308342,-112.554266512,46.1468940749,-32.7545098021,87.4294186796,"DRA","Draco"
165.628986417,76.3084106,-110.560296301,49.3356105553,-41.6584096051,86.1761699961,"DRA","Draco"
195.0547075,76.3289108,-102.120910027,50.310526556,41.5378704117,86.1270197859,"DRA","Draco"
195.073164917,69.329361,-91.7360752212,57.8589127859,61.5808587131,82.3221163915,"DRA","Draco"
210.043387417,69.3991165,-88.7066825347,55.7551836288,58.5579579102,80.6477276008,"DRA","Draco"
210.054703694,65.3996506,-81.8404560494,59.3429662982,68.7536466876,77.7429246808,"DRA","Draco"
225.688637694,65.6023483,-81.9418376454,54.6050269026,63.6093562923,76.0888328895,"DRA","Draco"
225.670042,69.6009445,-88.3578537347,51.8374172797,54.2689581505,79.1710387184,"DRA","Draco"
240.5227375,69.7383041,-89.8435192439,47.0389864482,49.6805279761,77.9059974563,"DRA","Draco"
240.4813805,74.734787,-96.9492779384,44.4362093233,38.4712574881,81.5838684534,"DRA","Draco"
255.435775806,74.9033127,-98.8857019405,40.2162168632,34.4416883148,80.7020631959,"DRA","Draco"
255.347860306,79.8953476,-105.150650161,38.6161470343,23.7547849898,84.204436756,"DRA","Draco"
255.843734694,79.9857483,-105.307893397,38.4871959497,23.4693125033,84.2415093217,"DRA","Draco"
255.448148694,85.9495697,-112.800636323,36.2166890874,9.84599759383,87.8959343305,"DRA","Draco"
300.581398,86.4656219,-115.674929441,32.7123034717,5.35786906883,87.5163839004,"DRA","Draco"
300.913724917,80.4867859,-111.956699381,29.6517365392,13.7158762908,82.9957574349,"DRA","Draco"
300.04492,80.3647766,-111.729677607,29.746741604,14.0681862531,82.9225764967,"DRA","Draco"
300.124893194,75.3708725,-108.4977709,27.1069863313,20.549967395,78.8773896939,"DRA","Draco"
300.638202694,75.4455261,-108.672665683,27.0080921693,20.2925596539,78.9214094493,"DRA","Draco"
300.688934306,67.449028,-103.372035833,22.4723980945,29.5801478101,71.9843734001,"DRA","Draco"
300.434492083,67.4129562,-103.260531782,22.5541784464,29.7395293414,71.9633158237,"DRA","Draco"
300.4541245,61.9143791,-99.4297057703,19.3193863596,35.454754695,66.9007175133,"DRA","Draco"
300.032346694,61.8506203,-99.2188737711,19.4879971658,35.7571821746,66.8612602651,"DRA","Draco"
300.0382175,59.851078,-97.7794183734,18.3014084225,37.7118802952,64.9661010542,"DRA","Draco"
285.802616083,59.8135414,-92.0121581527,25.9631301105,46.122123859,65.7246224691,"DRA","Draco"
285.806703583,58.3138733,-90.753079227,25.3771042897,47.8739870749,64.2917452148,"DRA","Draco"
285.45397,58.2554703,-90.5588496682,25.5584654195,48.1528600337,64.2577623361,"DRA","Draco"
285.460306194,55.7560043,-88.4497831093,24.5658228527,50.9767743439,61.8312733464,"DRA","Draco"
285.125097306,55.6984482,-88.2564812311,24.7493955881,51.2540186568,61.7962090844,"DRA","Draco"
285.1413765,47.6998672,-81.4423832711,21.391044854,59.4387005219,53.7379819668,"DRA","Draco"
270.289491694,47.5476036,-74.0506619084,32.2235820654,70.4755230043,54.6129009954,"DRA","Draco"
270.283845917,50.5470886,-76.9152755686,32.9658181653,66.9894842135,57.7022729813,"DRA","Draco"
255.0524235,50.3244438,-69.5385921876,43.6144437344,77.3343819,58.7779483581,"DRA","Draco"
255.050455083,51.3242683,-70.6513841342,43.643124314,75.9225760113,59.7975897586,"DRA","Draco"
225.808305694,51.1176796,-58.4556160749,62.3266084285,93.3063035528,62.8062231791,"DRA","Draco"
225.805631583,52.6174774,-60.8483362864,61.7070988458,90.5392122637,64.3180664437,"DRA","Draco"
225.310491583,52.5451736,-60.5891096337,62.0077388666,90.9281601892,64.3088892969,"DRA","Draco"
225.306070306,55.0448647,-64.641213971,60.8589802206,86.1414964626,66.7646505715,"DRA","Draco"
210.483416583,54.9422379,-62.5232814206,67.4751494437,92.9819073391,68.6691132757,"DRA","Draco"
210.469683583,62.4414825,-76.5182557665,61.7440345299,75.8713746612,75.3401006513,"DRA","Draco"
195.571576083,62.3593979,-79.7046751241,64.80343567,80.2530653914,77.3356004413,"DRA","Draco"
195.570035917,63.3593445,-81.5006274034,63.8364304202,77.6437332038,78.1081713929,"DRA","Draco"
180.105437306,63.3039627,-89.1278453648,64.3501629884,80.8495550012,80.389608064,"DRA","Draco"
180.105283694,65.8039627,-92.7271566684,61.7953329768,73.7608729199,82.0779093437,"DRA","Draco"
165.456623083,65.8126068,-102.18364188,59.9150219264,-71.3306173548,80.0494636366,"DRA","Draco"
165.464091306,72.8125,-108.054347243,52.9493184039,-51.803161613,84.4174206392,"DRA","Draco"
300.938739806,2.4773185,-46.9653158499,-16.7414482405,64.8303369373,2.84530821249,"EQU","Draco"
300.936367,6.4771614,-51.1010430516,-14.5837675894,64.5612292456,7.43523465439,"EQU","Draco"
300.978073083,6.4826641,-51.1235817331,-14.6215474859,64.5161238864,7.44118757603,"EQU","Draco"
300.974573083,12.3157644,-57.0354722162,-11.3504869352,63.688167337,14.1130256775,"EQU","Draco"
315.149890917,12.3382607,-62.6436343619,-24.5919231843,48.6258210977,13.9408527869,"EQU","Draco"
315.216684306,12.3465548,-62.6765821792,-24.6471676386,48.5531904581,13.9493880529,"EQU","Draco"
315.216301,13.0132008,-63.3929212458,-24.2198688928,48.4567316191,14.6990493088,"EQU","Draco"
315.433406806,13.0390635,-63.4996057066,-24.3990505293,48.2210750022,14.7254043216,"EQU","Draco"
315.438898083,2.5393796,-51.9085229546,-30.7607641974,49.146972261,2.87444680913,"EQU","Draco"
45.6901936944,0.4037257,-119.163343455,-66.482677555,-50.4125927093,0.4574867624,"ERI","Eridanus"
60.7234906944,0.2375014,139.14700874,-51.7387322744,-66.6600172824,0.273335834765,"ERI","Eridanus"
60.7734875833,0.2289162,139.184949726,-51.6863577242,-66.7136413045,0.263470909773,"ERI","Eridanus"
60.7704239167,-3.7708201,132.947269334,-53.6859926039,-66.5997396844,-4.33905344521,"ERI","Eridanus"
75.1869596944,-3.8437285,145.512309301,-36.6966156182,-81.8779617041,-4.50868927957,"ERI","Eridanus"
75.1813354167,-10.8432293,136.569996138,-39.9544844149,-80.8712814896,-12.6966060004,"ERI","Eridanus"
75.0147834167,-10.8138046,136.484600228,-40.139946294,-80.7049676974,-12.6591939203,"ERI","Eridanus"
75.0119143056,-14.3135529,132.009180533,-41.5115341239,-79.8473329801,-16.7308444983,"ERI","Eridanus"
60.9286531944,-14.2989721,117.351788794,-57.3470071548,-65.2781952998,-16.4081825699,"ERI","Eridanus"
60.9172864167,-27.0479794,100.567076537,-59.2248954979,-61.1220580629,-30.7819490685,"ERI","Eridanus"
60.7842220833,-27.0248775,100.414589426,-59.3520855561,-61.0021154695,-30.7517080679,"ERI","Eridanus"
60.7814945833,-29.7746429,97.2540609131,-59.3529813656,-59.7701932513,-33.7971603533,"ERI","Eridanus"
60.6651100833,-29.7546597,97.1206652148,-59.4615383694,-59.668405737,-33.7708098887,"ERI","Eridanus"
60.6574916944,-36.7540054,89.900514553,-58.8204423485,-55.9930147001,-41.407243891,"ERI","Eridanus"
60.34199,-36.7010231,89.5547016125,-59.0927807925,-55.741569244,-41.3365421001,"ERI","Eridanus"
60.3384275,-39.7007294,86.8308010419,-58.5331318581,-53.9354264496,-44.5515125963,"ERI","Eridanus"
45.9403923056,-39.6368256,67.1029054835,-69.0104107199,-41.3800301908,-43.9169276984,"ERI","Eridanus"
45.9354243056,-43.6364403,65.4774843376,-67.1653026778,-39.3792685484,-48.1124684434,"ERI","Eridanus"
45.4884515,-43.5694046,64.8827446412,-67.4622000473,-39.0384841765,-48.0268814942,"ERI","Eridanus"
45.4859335,-45.5692215,64.2817735884,-66.4110057404,-37.9747251007,-50.0997006634,"ERI","Eridanus"
45.0727180833,-45.5124779,63.7558210536,-66.6711518404,-37.667236785,-50.0263477466,"ERI","Eridanus"
45.0689675833,-48.5122337,63.0789953216,-64.9426141489,-35.9944845052,-53.1024101913,"ERI","Eridanus"
30.7390205833,-48.4710045,45.7064657679,-70.8369200837,-24.7043914622,-52.6231077528,"ERI","Eridanus"
30.7365129167,-50.4708595,46.5761267512,-69.2185050422,-23.9011978866,-54.6453721141,"ERI","Eridanus"
30.489414,-50.4425697,46.2915401708,-69.3094543017,-23.7224482679,-54.6107558296,"ERI","Eridanus"
30.4855564167,-53.4423561,47.629045225,-66.7826909808,-22.4626323462,-57.6105217731,"ERI","Eridanus"
30.2389429167,-53.4164696,47.3760340971,-66.8640385869,-22.2938964177,-57.5786749645,"ERI","Eridanus"
30.2326283056,-57.9161568,49.3527911707,-62.8875969572,-20.2713607061,-61.9979371172,"ERI","Eridanus"
15.4137485833,-57.8484154,38.1640239393,-64.3574491993,-10.3941972433,-61.6556727099,"ERI","Eridanus"
15.4182175,-52.8485603,33.6994211439,-69.0913335393,-11.5338260617,-56.7377506555,"ERI","Eridanus"
15.6644903056,-52.8658562,33.9095754324,-69.0785294109,-11.7137622446,-56.7580740299,"ERI","Eridanus"
15.6662565,-50.865921,32.0168446384,-70.9238922981,-12.1449398368,-54.7596031466,"ERI","Eridanus"
15.9128838056,-50.8859215,32.2433667275,-70.9078811867,-12.3313443758,-54.7828183415,"ERI","Eridanus"
15.9158881944,-47.5527229,28.9575877035,-73.91730419,-13.0211302429,-51.4147337521,"ERI","Eridanus"
30.4101965,-47.6004944,44.9278751568,-71.6250460058,-24.77691169,-51.7293795764,"ERI","Eridanus"
30.4176009167,-39.4342155,41.8304059923,-77.4870153049,-27.6066583072,-43.272494995,"ERI","Eridanus"
45.0791506944,-39.5128975,65.8356638419,-69.6183518925,-40.6760956711,-43.7572225669,"ERI","Eridanus"
45.0795548056,-39.0962563,66.0254931705,-69.795588738,-40.8685858186,-43.3164906092,"ERI","Eridanus"
45.5762855833,-39.1650963,66.7666592468,-69.4445627399,-41.2787060697,-43.4057397141,"ERI","Eridanus"
45.5799736944,-35.5820351,68.7470412037,-70.7918816539,-42.8676647997,-39.5889425104,"ERI","Eridanus"
45.8287008056,-35.6192436,69.1388658644,-70.604947642,-43.0817197533,-39.6365788201,"ERI","Eridanus"
45.8392600833,-24.0033779,79.8664450327,-72.8999256777,-47.1907780812,-26.9798261565,"ERI","Eridanus"
30.7432505833,-23.8536034,48.2577221302,-83.7419217887,-31.8108744907,-26.5314333222,"ERI","Eridanus"
30.7559480833,-1.2210265,-87.49335503,-73.7598734979,-34.0529898853,-1.36849662546,"ERI","Eridanus"
45.3891121944,-1.3029516,-116.479261736,-68.2209888368,-50.0758634226,-1.47603295672,"ERI","Eridanus"
45.6890388056,-1.3461887,-117.057314134,-68.0934558781,-50.4017086778,-1.52541295367,"ERI","Eridanus"
15.7643999167,-23.756258,-13.15359993,-89.215953863,-16.3622310326,-26.2573073968,"FOR","Fornax"
30.7432505833,-23.8536034,48.2577221302,-83.7419217887,-31.8108744907,-26.5314333222,"FOR","Fornax"
45.8392600833,-24.0033779,79.8664450327,-72.8999256777,-47.1907780812,-26.9798261565,"FOR","Fornax"
45.8287008056,-35.6192436,69.1388658644,-70.604947642,-43.0817197533,-39.6365788201,"FOR","Fornax"
45.5799736944,-35.5820351,68.7470412037,-70.7918816539,-42.8676647997,-39.5889425104,"FOR","Fornax"
45.5762855833,-39.1650963,66.7666592468,-69.4445627399,-41.2787060697,-43.4057397141,"FOR","Fornax"
45.0795548056,-39.0962563,66.0254931705,-69.795588738,-40.8685858186,-43.3164906092,"FOR","Fornax"
45.0791506944,-39.5128975,65.8356638419,-69.6183518925,-40.6760956711,-43.7572225669,"FOR","Fornax"
30.4176009167,-39.4342155,41.8304059923,-77.4870153049,-27.6066583072,-43.272494995,"FOR","Fornax"
15.7567151944,-39.3726234,19.8923802681,-80.9047310561,-14.3533371899,-42.9650892917,"FOR","Fornax"
15.7639259167,-24.8729095,-10.7883804488,-89.6665652508,-16.2522033829,-27.4722311296,"FOR","Fornax"
90.4248509167,11.9332972,165.828056152,-7.84436442612,-96.1668869435,14.3181934635,"GEM","Gemini"
90.4295945,17.4328651,170.331560411,-3.95629605702,-94.2602874944,20.8514687875,"GEM","Gemini"
90.3379716944,17.4495068,170.370012835,-4.05858866746,-94.163349597,20.8677610547,"GEM","Gemini"
90.3416085,21.4491768,173.38577949,-1.11244564631,-92.3262965276,25.5732739273,"GEM","Gemini"
90.0083436944,21.5098724,173.543195295,-1.47653840672,-91.9750228758,25.6295053679,"GEM","Gemini"
90.0096025,22.8430862,174.502272633,-0.471199405469,-91.2790613801,27.1866709885,"GEM","Gemini"
90.0147380833,28.0092907,177.958712375,3.51444188534,-88.1841496025,33.1637718606,"GEM","Gemini"
90.6643771944,27.8913116,177.593843221,4.1921578553,-88.8580502801,33.0645578811,"GEM","Gemini"
90.6726850833,35.390564,-175.943123043,9.82375658817,-83.2140122462,41.5584335256,"GEM","Gemini"
105.504047917,35.2445297,170.73572294,26.5226583276,-95.7276735858,42.4861434435,"GEM","Gemini"
105.885980583,35.1810532,170.357337121,26.9013643749,-96.1022115401,42.4448549065,"GEM","Gemini"
105.883872,33.1812286,169.606368237,25.6001442769,-98.0187391371,40.1590135337,"GEM","Gemini"
120.132882083,33.1415138,153.834694481,41.1180395615,-109.692225928,41.3226323197,"GEM","Gemini"
120.127731306,27.6419144,151.990791731,38.10223992,-115.068204136,34.770751263,"GEM","Gemini"
120.011443083,27.6602821,152.144765586,37.9852003465,-114.953513049,34.7835385606,"GEM","Gemini"
120.004674917,19.66082,149.328108826,33.2471110624,-121.045034879,24.9680994466,"GEM","Gemini"
105.929836306,19.6728077,163.446908996,16.7160191656,-108.080197758,24.2027160383,"GEM","Gemini"
105.924773694,13.1732168,159.808499752,12.3817522285,-111.072444441,16.2839662214,"GEM","Gemini"
105.6168485,13.2238064,160.054573348,12.0370788926,-110.755319661,16.3352790341,"GEM","Gemini"
105.616066917,12.2238722,159.448828099,11.3720252376,-111.110644115,15.1085805039,"GEM","Gemini"
105.1165485,12.309598,159.838532013,10.8137246052,-110.59503519,15.1976534478,"GEM","Gemini"
105.114525306,9.8097754,158.258627643,9.15464711745,-111.362799006,12.1260705992,"GEM","Gemini"
105.047897306,9.8214874,158.308155986,9.08007490343,-111.29417383,12.1387604692,"GEM","Gemini"
105.049521,11.8213453,159.579498278,10.406793915,-110.693657407,14.596569014,"GEM","Gemini"
315.461870194,-36.4592972,-6.1494148343,-44.6377535744,41.5393064677,-40.4951774618,"GRU","Grus"
315.469488083,-44.9588585,3.93768835219,-45.0193472655,37.5152777136,-49.4351151641,"GRU","Grus"
315.474491083,-49.4585724,9.28721803725,-44.7925057748,35.0257495884,-54.0443308515,"GRU","Grus"
330.133255,-49.3911743,10.2123357767,-54.3704204022,23.6559090119,-53.5345139691,"GRU","Grus"
330.140913,-56.3908348,18.7162891095,-51.8527457993,20.7193571192,-60.5018672194,"GRU","Grus"
345.451234806,-56.3126869,22.0270985926,-59.0095828697,10.1534199167,-60.1468275059,"GRU","Grus"
345.446180306,-39.3127594,1.25793355276,-67.6171181832,13.268599211,-42.8893908854,"GRU","Grus"
345.4455585,-36.312767,-2.4999843174,-68.4379006227,13.6968266509,-39.7331623293,"GRU","Grus"
345.115167583,-36.3249741,-2.58796949472,-68.1931783694,14.0054703357,-39.749349884,"GRU","Grus"
240.370573,3.7033811,-12.9705035739,42.5591754102,126.70182515,4.74370093124,"HER","Hercules"
240.187311194,3.6735139,-12.8058287561,42.7025730867,126.881395302,4.70763373557,"HER","Hercules"
240.178442,15.6728001,-24.056253553,48.7653593792,123.148557442,19.966827616,"HER","Hercules"
240.012071583,15.6463346,-23.9078047565,48.9041075333,123.315720683,19.9416733951,"HER","Hercules"
240.0074005,21.6459675,-29.804119983,51.2247878809,119.712457714,27.430154355,"HER","Hercules"
240.123771694,21.6644115,-29.9065725041,51.1265942903,119.595978351,27.4453055381,"HER","Hercules"
240.120382306,25.6641407,-33.9773735456,52.3661281463,116.553258349,32.3532652741,"HER","Hercules"
240.2533455,25.6855946,-34.0930181632,52.2541460091,116.420926698,32.3692947113,"HER","Hercules"
240.252447083,26.685524,-35.1309108988,52.5233584852,115.580720957,33.5836504852,"HER","Hercules"
240.4186535,26.7128716,-35.2752292909,52.3836838379,115.415268003,33.6037952546,"HER","Hercules"
240.404796583,39.7117195,-49.6841395988,54.2963794125,101.614572151,48.8266091872,"HER","Hercules"
225.824361806,39.6189079,-41.1481965308,65.4154050088,112.018061191,50.3373219531,"HER","Hercules"
225.808305694,51.1176796,-58.4556160749,62.3266084285,93.3063035528,62.8062231791,"HER","Hercules"
255.050455083,51.3242683,-70.6513841342,43.643124314,75.9225760113,59.7975897586,"HER","Hercules"
255.0524235,50.3244438,-69.5385921876,43.6144437344,77.3343819,58.7779483581,"HER","Hercules"
270.283845917,50.5470886,-76.9152755686,32.9658181653,66.9894842135,57.7022729813,"HER","Hercules"
270.289491694,47.5476036,-74.0506619084,32.2235820654,70.4755230043,54.6129009954,"HER","Hercules"
270.231124917,47.5369873,-74.0116985517,32.2640405644,70.5293478117,54.6063335182,"HER","Hercules"
270.254959083,30.039156,-57.6330920966,26.511851046,86.549572669,35.4685053842,"HER","Hercules"
270.446718194,30.0739765,-57.7772049242,26.351762679,86.3520493351,35.4969195309,"HER","Hercules"
270.450859083,26.0743504,-54.0733193254,24.7339151453,88.9853267709,30.9121739371,"HER","Hercules"
270.9513245,26.1640968,-54.4522253846,24.3057416607,88.4636000404,30.9896597488,"HER","Hercules"
270.951810806,25.6641407,-53.9897583469,24.0956938265,88.7654527315,30.4128416969,"HER","Hercules"
270.955942194,21.2478352,-49.9015084021,22.1814251354,91.1772405626,25.2807765936,"HER","Hercules"
270.958242417,18.6647091,-47.5060819601,21.0157078376,92.376251929,22.251573027,"HER","Hercules"
270.963750806,12.1651964,-41.4575398234,17.9493930679,94.7037811204,14.5588785558,"HER","Hercules"
270.759203,12.1287737,-41.3012533805,18.1325238385,94.9201170644,14.5207756629,"HER","Hercules"
270.346872306,12.0543308,-40.9845993112,18.5011234664,95.3563169686,14.4426968553,"HER","Hercules"
270.344884917,14.3874788,-43.1593977267,19.6205639792,94.6349791703,17.2176852842,"HER","Hercules"
255.345125194,14.2060347,-33.4037681654,34.0310911406,109.448547793,17.5024866043,"HER","Hercules"
255.346389806,12.7061481,-32.0016171586,33.3450182648,110.006536907,15.6684452253,"HER","Hercules"
240.8467655,12.617938,-21.6281268582,46.7897183086,123.91357652,16.0840043051,"HER","Hercules"
240.853727306,3.7852108,-13.4067701077,42.1816796639,126.227561742,4.84258942351,"HER","Hercules"
60.3384275,-39.7007294,86.8308010419,-58.5331318581,-53.9354264496,-44.5515125963,"HOR","Horologium"
60.3254924167,-48.6996651,79.8200027745,-55.9157373903,-47.6300946257,-53.950352062,"HOR","Horologium"
60.1433271944,-48.6699715,79.6598754773,-56.0454621186,-47.5147019352,-53.9109668962,"HOR","Horologium"
60.1399093056,-50.6697006,78.3136498961,-55.2787747604,-45.9357368714,-55.943726037,"HOR","Horologium"
45.8918110833,-50.6304779,63.6189383331,-63.2337190805,-35.3668311255,-55.2798480684,"HOR","Horologium"
45.8879191944,-52.7968445,63.2346123465,-61.846592711,-34.0039979374,-57.452505542,"HOR","Horologium"
45.5576668056,-52.7470779,62.9038367567,-62.028598765,-33.7967181849,-57.3903745502,"HOR","Horologium"
45.5491210833,-57.0797844,62.3313112802,-59.037464014,-30.9082278394,-61.6625347984,"HOR","Horologium"
45.2527420833,-57.0377846,62.0776514823,-59.182302031,-30.7411205639,-61.6104730527,"HOR","Horologium"
45.2241793056,-67.03582,61.1139624914,-51.4139346783,-23.1526052557,-71.0539308169,"HOR","Horologium"
30.2134906944,-66.9151917,52.7873989347,-54.4328461702,-15.6659353145,-70.5155611188,"HOR","Horologium"
30.2326283056,-57.9161568,49.3527911707,-62.8875969572,-20.2713607061,-61.9979371172,"HOR","Horologium"
30.2389429167,-53.4164696,47.3760340971,-66.8640385869,-22.2938964177,-57.5786749645,"HOR","Horologium"
30.4855564167,-53.4423561,47.629045225,-66.7826909808,-22.4626323462,-57.6105217731,"HOR","Horologium"
30.489414,-50.4425697,46.2915401708,-69.3094543017,-23.7224482679,-54.6107558296,"HOR","Horologium"
30.7365129167,-50.4708595,46.5761267512,-69.2185050422,-23.9011978866,-54.6453721141,"HOR","Horologium"
30.7390205833,-48.4710045,45.7064657679,-70.8369200837,-24.7043914622,-52.6231077528,"HOR","Horologium"
45.0689675833,-48.5122337,63.0789953216,-64.9426141489,-35.9944845052,-53.1024101913,"HOR","Horologium"
45.0727180833,-45.5124779,63.7558210536,-66.6711518404,-37.667236785,-50.0263477466,"HOR","Horologium"
45.4859335,-45.5692215,64.2817735884,-66.4110057404,-37.9747251007,-50.0997006634,"HOR","Horologium"
45.4884515,-43.5694046,64.8827446412,-67.4622000473,-39.0384841765,-48.0268814942,"HOR","Horologium"
45.9354243056,-43.6364403,65.4774843376,-67.1653026778,-39.3792685484,-48.1124684434,"HOR","Horologium"
45.9403923056,-39.6368256,67.1029054835,-69.0104107199,-41.3800301908,-43.9169276984,"HOR","Horologium"
120.189933806,-0.36939,140.340720855,20.3764642701,-127.45966825,-0.473986390899,"HYA","Hydra"
120.194759417,6.6302376,143.763853543,25.099971425,-126.755107365,8.49827154522,"HYA","Hydra"
135.360283917,6.4700689,124.604213205,41.419210794,-140.978403166,8.64135747627,"HYA","Hydra"
135.693227806,6.4327669,124.110108468,41.729364756,-141.29207211,8.60000789393,"HYA","Hydra"
135.689927083,-0.5670585,122.469001809,36.7476580609,-142.055614547,-0.759029411027,"HYA","Hydra"
135.684684806,-11.566781,119.182019452,28.3732667343,-139.560493498,-15.4204797976,"HYA","Hydra"
150.853860917,-11.6621428,100.133374404,41.0634010651,-152.819605126,-16.2953256357,"HYA","Hydra"
150.851702694,-19.6620827,99.5718464653,33.9046320368,-147.5026803,-27.2278679068,"HYA","Hydra"
150.935372417,-19.6666222,99.4723614372,33.9582492528,-147.56656803,-27.2413083433,"HYA","Hydra"
150.933872194,-25.1665821,98.6352461799,28.8735409503,-142.360878379,-34.5497661612,"HYA","Hydra"
165.939420694,-25.1957951,81.9130404395,37.0033507898,-153.379571277,-36.3539234592,"HYA","Hydra"
180.693635,-25.1864014,65.2001188037,41.4857817556,162.439788613,-38.1963383459,"HYA","Hydra"
180.6932335,-22.686409,64.1511561577,44.1559096,165.608759368,-34.6153792428,"HYA","Hydra"
180.944458,-22.6773415,63.8598168637,44.2095955444,165.450763418,-34.5675176239,"HYA","Hydra"
210.367539417,-22.5727749,33.8405115752,41.3730900807,143.943587133,-31.0010747138,"HYA","Hydra"
210.368912694,-25.0727024,35.6167149975,38.8890763968,141.458644556,-34.2880305084,"HYA","Hydra"
225.038436917,-24.9951096,23.4147225419,32.3958885965,129.842464694,-32.7648013688,"HYA","Hydra"
225.042051306,-29.9948788,27.1749897354,27.8468674465,124.78652332,-38.9886424063,"HYA","Hydra"
180.694493306,-30.1863899,66.986016268,36.0748880006,155.182163809,-45.1352459722,"HYA","Hydra"
180.695146583,-33.6863785,67.9899029257,32.2383336399,149.396150257,-49.7926861999,"HYA","Hydra"
180.359162306,-33.6938934,68.3177603723,32.1752881378,149.566759757,-49.8630447944,"HYA","Hydra"
180.359353083,-35.6938896,68.7899812232,29.9683557547,145.9997162,-52.4441731429,"HYA","Hydra"
165.098624194,-35.6746559,83.1702385925,25.7706830553,-137.905350811,-49.9227956629,"HYA","Hydra"
150.930567694,-35.6664963,95.8790274846,18.9360618955,-129.013563453,-47.8262963556,"HYA","Hydra"
150.931859,-31.8332005,97.0667285923,22.5896876383,-134.396335336,-43.0977452506,"HYA","Hydra"
150.680091917,-31.8185863,97.3032374233,22.451154899,-134.238944748,-43.0473987723,"HYA","Hydra"
150.680859583,-29.8186131,97.8492583311,24.3434719048,-136.809987173,-40.5246413778,"HYA","Hydra"
150.345421806,-29.7947845,98.1781290701,24.1564938869,-136.596777728,-40.4536413229,"HYA","Hydra"
150.3466225,-27.1281624,98.8361135677,26.659231979,-139.764431776,-37.0370664039,"HYA","Hydra"
